Precision,Recall,F1_Score,TotalProcessedLogs,EvaluationTimeSeconds,Max_CPU_Percent,Max_Memory_Percent
90.47619047619048,2.592087312414734,5.039787798408488,19067,10.245581150054932,59384.2,0.7230217758957943
