Precision,Recall,F1_Score,TotalProcessedLogs,EvaluationTimeSeconds,Max_CPU_Percent,Max_Memory_Percent
23.227383863080686,17.757009345794394,20.1271186440678,17801,19.28284239768982,57079.3,0.7219743486878627
