Precision,Recall,F1_Score,TotalProcessedLogs,EvaluationTimeSeconds,Max_CPU_Percent,Max_Memory_Percent
39.473684210526315,15.915119363395226,22.68431001890359,18395,9.212796688079834,59596.5,0.7223583612958414
